;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
487;NA;11522965;12137364;12899920;15707789;15753238;16670180;21887888;18704371;19657971;20380011;21600992;22984396;23614521;25066663;24948157;26800533;28612049
488;NA;11703062;12204303;12611986;15107859;15588614;16517517;17707658;17652462;19605530;19853590;21289188;23250414;23311669;24852457;26736635;27270077;28673878
489;NA;11496145;12223569;12814591;15073511;15703257;17069478;18002728;17909826;18578602;20440296;21568641;22155328;23746613;24359488;26046623;26341903;28185050
490;NA;11338186;12417470;14568489;15331652;16084858;16946187;17454574;18180434;19153150;19635576;21550290;23043968;23295390;24530849;26400940;27082576;28183861
491;NA;11577239;11839605;12668253;15130587;15988040;16236529;17110131;18406173;19065145;19580392;21632952;22941431;23691129;24164291;25958028;27098688;28145993
492;NA;11576194;11750781;14521866;15788270;15955488;16283409;18985143;18249420;19575412;21190574;21705060;22132942;23469101;24315700;26072253;26462573;28932681
493;NA;11513022;11970781;14568472;15050866;15670692;16345040;18045914;18606232;19812283;20957649;21109253;22190431;22383804;25292268;25439485;27666968;29261662
494;NA;11278193;11728837;12595194;15504686;16129391;16443376;17518514;17950627;19640477;19748075;21777596;23209583;23585888;24465469;26028547;26679420;27780839
495;NA;11549616;11926931;12880828;15056524;15930074;16650836;17604074;18672352;18823232;19670085;21710328;22632732;23510246;25463652;25640541;27132543;28042984
496;NA;11733891;12070719;12911455;15511655;16198127;17946014;18032658;17473838;19225430;20130194;21482034;21878489;22258800;24553284;26485382;26576468;27756546
497;NA;11572938;12023316;12543980;15240810;15654255;17122041;17969012;18650105;19428413;20832005;21511038;22279217;22772979;24291150;26076743;27687156;28235692
498;NA;11433786;12202093;12876260;15006682;15872107;16306323;17372275;18509370;19811814;20663964;20584720;23166292;23788461;24119792;25731903;27197812;27102656
499;NA;11180440;12421658;14507978;15183388;16339900;16611767;17060367;19334314;19261872;20346979;20537351;22220728;23584394;25297107;25533780;26481678;28107727
500;NA;11719212;11796770;14599532;15246450;15671862;16528460;17400412;17602141;19110014;20880670;22180777;22387172;24423224;24120302;26160221;27827445;28449127
501;NA;11473178;12165350;12789013;15178169;15468155;16082657;17413021;18776895;19378277;20508154;20711938;22538360;23466350;25100590;25787949;27597646;29137644
502;NA;11133318;12027395;12814583;15640752;15927485;17140874;17496802;19076485;19174370;20084036;20878448;22305143;23864678;25247627;25861834;26344476;28803942
503;NA;11525323;12169264;12645444;15095561;16021433;16253527;17881128;18240041;18661503;19479248;20422445;22242887;23616547;23999996;25172156;27039086;28460215
504;NA;11445639;11771991;14642485;15562477;15372137;16571373;17889561;18178180;19457367;20221954;20728875;21438077;23638017;23945997;26219630;27143433;28163097
505;NA;11595100;12499412;14552578;15169855;16284595;16770797;17499166;18346913;19047573;20227458;20725908;22885811;23349665;23633425;25307731;27405901;28188814
506;NA;11522586;12353246;12518293;15110035;15927489;16950987;17113313;18542176;19239700;20061325;21500257;22384105;24095989;23937691;25932663;27590283;27676615
507;NA;11209941;12169246;14700259;15043649;15820229;17035046;17126368;18279364;19046771;20107135;21642004;22390321;23448522;25494635;26558785;26708106;28285187
508;NA;11378887;11900730;12703013;15170840;15862228;16842102;17350291;17950623;19240140;20309531;21741484;22779700;23375117;24388797;25073167;27575858;27859920
509;NA;11292501;11924896;12704240;14512287;15808996;16624963;16751298;18245043;19401182;19715764;21029780;22564476;23153967;24903120;26134891;27683914;28206676
510;NA;11557895;12130784;12677024;15083441;16314997;16428053;17928441;17662548;19059350;19445603;21409716;22230947;23562388;24396008;26187550;26493126;27989778
511;NA;11810147;11755092;12698214;15325367;16315273;16675025;18002041;17719566;19167505;20570736;21419853;21782031;24070082;24247004;25672928;27835631;28346760
512;NA;11738037;12381881;12507690;15572744;15627576;16504950;17920024;18155880;19174537;19882648;20807053;22714121;23274774;24478326;25019274;26113741;28197931
513;NA;11304076;12354403;14659100;15182673;15652326;16092133;18174910;18633851;19594859;19819000;21734273;22227139;23555588;25082062;26041140;27595065;28841675
514;NA;11554905;12034341;12880792;15200707;16150610;17110766;18633816;17905600;18586275;20471033;20954937;22850734;23828159;25285620;25527478;27254394;27832600
515;NA;11697938;12377133;14527595;15488402;15734348;16956772;17920009;18339404;19540214;19914001;21294154;21988743;23032487;25000525;25489639;26730406;27804228
516;NA;11176305;11839364;12942214;15050559;15854792;15858164;17822926;18979834;19170936;19847160;20550755;22332246;22989624;25446966;24532700;26508774;28293740
517;NA;11296856;12219097;14683723;15174024;15862204;16597450;18057211;18258428;19619647;20136924;21074577;21945850;24288683;24392900;26084914;26696589;29198247
518;NA;11554799;11810679;12601097;15496671;15852471;16677957;17826182;17949691;18925536;20679911;21931653;22752238;22985694;24958241;26410528;27293083;28237551
519;NA;11164024;11914723;12797966;14741318;15808986;16472901;17390354;18831646;19414043;20434467;21494790;21840405;22879351;24857827;26086645;27122031;27896966
520;NA;11746723;11731801;12652536;15562482;16118045;16506145;18091226;17947346;19116795;19781652;21684722;22133748;23983029;23860750;26443298;27114056;28924013
521;NA;11254780;12411543;12598724;15132498;15929087;16256375;16767767;18588987;18587523;20515226;22022597;22973463;23812042;24185023;25783207;26979435;28830824
522;NA;11182099;12593460;14665685;15165353;15929092;15935517;17503101;18231575;19652607;20618926;22102882;22326984;23678126;24639328;26280659;26926604;27554531
523;NA;11571222;12353162;14572519;15091346;16056122;16284758;16290261;17470446;19641623;20685091;21972849;23052449;23303932;25173956;25901776;27295078;28294712
524;NA;11587890;12110968;12768594;14960288;16081313;17041911;17600237;18079060;19027233;20452442;21781193;22393216;23507390;24602827;25747601;26138580;27473167
525;NA;11698604;12151507;14622587;14980557;15734352;16859648;17434455;18423988;19409961;20537929;21452951;22554135;24080515;23962356;25963262;26608248;28924006
526;NA;11339984;12482075;12925283;15016426;15817644;16843445;17874350;18194182;19365799;20553896;21745637;23062409;23664950;24830331;26197267;26159604;28683981
527;NA;11532888;12202074;12781724;15109995;15979899;18633774;17336947;18162441;19375510;19958837;21971308;22672942;23402339;25044711;26223291;26503692;26767946
528;NA;11697948;11786212;14599003;15182723;15238440;16154166;17284192;18496351;19755111;20634590;21569854;22743803;23415950;24033715;25995282;26400856;28341165
529;NA;11381111;11923438;12657885;14741685;16242924;16822246;17502592;19163619;19592758;20561898;21775744;23300517;23973765;25123974;25998855;26825437;28686990
530;NA;11525335;12445974;14580134;15196669;15817178;16881270;17610824;18418256;18706539;20056157;21144499;22979952;23916249;25091128;24795442;27564573;28273110
531;NA;11707093;12135970;12744948;15050709;16448342;16959998;17112747;18156154;19025463;20056152;21462008;22287237;23032488;23748499;25392199;27199090;28506486
532;NA;11506664;12428122;14580621;15050556;15737660;16731515;17150984;18295746;19135155;20233959;21539923;22796994;23163952;24144548;25871627;27126003;28912157
533;NA;11578827;11844731;12592504;15339824;15721193;16624961;17121746;18848443;19836209;19846472;22079660;21763432;23500165;24396009;24186897;26892861;28961090
534;NA;11465623;12074896;14663184;15062097;15808997;16921177;17400480;18973604;19433790;20579829;21419144;22634219;23294395;24464044;25504854;27001175;28092055
535;NA;11465986;12077007;12803967;15050577;16154446;16343948;17848191;18579085;19306872;20010442;21255659;22063094;22982356;25294104;26065376;26401811;28273912
536;NA;11168567;11906219;12784931;15177789;16136037;16280351;18043354;18093736;18823229;20628009;21865122;22176162;22526896;24846613;25825732;26802187;28767657
537;NA;11502262;12460253;14674880;15569736;15919215;16537520;17460071;18242208;19444946;20199934;21685407;22423114;22995780;24607235;25366580;27622135;28119509
538;NA;11388406;12053000;14738284;14745059;16265797;16899037;17337745;17955290;19071223;21152081;21917999;22678838;23614459;25443178;26382748;26767947;28830770
539;NA;11711229;12183390;14642496;14557916;15936178;16399686;17208260;18279872;19110322;20813627;21645880;23227139;24098396;24120612;26257961;26668010;28085210
540;NA;11296876;11835371;12743239;15202110;15671860;16242348;17451971;18457509;19572986;20881136;21829437;23227167;23948629;25379713;25660537;26990646;27733641
541;NA;11427312;12488732;14568500;15054061;15849715;17214381;17437293;18234509;19585106;19781782;20728547;22465324;23911154;24952330;24616025;27881783;28714580
542;NA;11284990;12498757;12589891;15569896;15627583;16399697;17597168;18284342;19553917;20547416;21640782;22632812;23380169;25307137;25994551;26729348;26048618
543;NA;11352610;12429600;12595199;15579169;16102242;16901644;18056637;18303568;18476760;20400937;21402920;22768126;23986252;25167766;26737524;27330971;28173964
544;NA;11677393;11997691;14510827;15449355;16157284;16790655;17478107;17921456;19397858;19574393;22022611;22197699;23806873;24830836;25313657;26510167;28221328
545;NA;11301228;11969322;12766363;14980580;16145475;17239107;17274024;18381768;18677746;20071124;21883951;22682904;22419478;25379416;26226086;26970346;28861724
546;NA;11231095;12028495;14663179;15380297;15891584;16406257;17398078;18495495;19224143;20162596;20693389;22436595;24174667;23508477;25436668;27766203;28219776
547;NA;11587889;12098499;12771568;15072681;15850728;16944122;17532648;18712353;19799883;19896482;21354974;22231859;23146254;25241043;24602036;26996196;27987221
548;NA;11352612;11896643;12509846;14754781;15670690;16413507;17715198;18577390;19405122;20490606;21741450;22206876;23454072;23283834;25797832;25769625;28195170
549;NA;11239441;12218410;12702705;15541070;15889401;16987673;17133387;18514679;19631673;19616105;20522540;22659476;22290121;24830841;26205911;26900791;28570522
550;NA;11356379;12414272;12840082;15275928;15907312;16545844;17627850;17705220;19433416;20537612;21325685;22338036;23851324;25344629;25925319;25376048;27717759
551;NA;11527554;12146684;12679297;15275908;16226041;17000352;17958479;18367078;19560123;20020345;21300633;22001264;23660680;24222712;25060944;27096431;28000082
552;NA;11295340;12377145;14683728;15246969;16045067;16916464;16997428;17850832;19741139;20819988;21111549;22285878;23426660;25068106;25989317;27418025;27870942
553;NA;11733261;12401562;14561410;15054065;15815582;16584895;17432971;18402674;19382897;19804836;21254799;22027085;24121447;23418123;25963708;25809663;28634305
554;NA;11431225;12563376;12729869;14704214;16012355;16054845;17133381;18971473;19233299;20844114;21966494;22795932;23147501;23512930;23978652;27088127;27984788
555;NA;11545723;12414271;12880798;15219575;16012272;16794848;17986835;18634890;19765554;20121315;22255950;23232166;24089495;24582901;25438304;27169834;28749419
556;NA;11256451;12169242;12763192;15050547;15893940;16492133;17616584;18033765;19185567;20368310;21743155;22205646;23232444;23563962;26231620;27283036;26860834
557;NA;11310914;12325079;12799599;15541071;16215962;16938021;17334208;18455152;18797855;20060480;20433245;22177775;23800487;24475262;24902936;27108110;28634048
558;NA;11467903;12112768;12496761;14761902;15862232;16521034;17306963;18445024;19646238;19732835;21259387;23152865;23700424;24946314;24989338;27457416;28885754
559;NA;11386810;12421659;12832254;15187808;16154453;16701731;17222713;17673231;19259970;20026317;21612771;22580171;23879877;23975276;25387448;27089207;28110087
560;NA;11761469;12391312;14568465;15110736;15627586;16876434;17482882;18370602;19146819;20564589;21229615;22178858;23558095;23097247;26178189;26659010;28626019
561;NA;11718199;11844264;12499108;15561477;16102232;17129192;17142061;18165281;19696688;20660716;21156209;21916565;23318128;24128289;25000524;27004471;27649971
562;NA;11387405;11941373;12599275;15453976;15703246;16421509;17574445;18325666;19323610;19665784;21464344;22981890;23544412;25087482;26527172;26971947;26610386
563;NA;11513375;11798383;14568474;15486494;16019234;17011792;17197089;18031826;19526512;20122260;21122817;21208991;22438215;25234319;25739519;27393604;28248867
564;NA;11295369;12150645;14511532;15235607;15846495;17005420;17401527;19015093;19051093;20211266;21477602;22723888;23769917;23859925;25589665;26708279;28697386
565;NA;11295344;11931287;12727182;15128414;16306185;16952466;17900903;18178571;19381292;20599820;21358846;21761197;23149036;25012415;25467303;25814491;28857601
566;NA;11746587;12027392;12633462;15471372;15673621;16702554;17070996;18479869;19386575;19846255;21237185;22840554;24067387;25463812;25541094;27012501;27815729
567;NA;11684326;12223572;12559653;15025047;15543554;16624583;17467169;18248740;19357266;20491233;20711937;22652020;23944968;24561228;25948273;27422729;28768322
568;NA;11282375;11973025;14527602;15449360;15906284;16866569;17360198;18554928;19470529;20392975;21430645;23265001;22982359;24619431;25864634;27530550;28702352
569;NA;11496124;12163547;12507447;15219713;15722208;16704749;17360817;18184778;19046978;20139116;21940451;22445816;23810975;24378889;25855004;27010196;27467123
570;NA;11435947;12112511;12948705;15113271;15961047;16697526;17334205;18241895;20053076;19716427;20812786;22207194;23727320;25275641;25188640;27819477;28687518
571;NA;11692039;11740503;12566284;15336517;15673663;16341023;17295635;17559877;19695692;20120013;20350182;22101493;23128073;23250955;24894765;27733537;28129061
572;NA;11726785;12414294;12590843;15458599;15882649;16648457;17615282;18337422;19450693;20051318;21273432;22414937;23803298;25378368;25721269;26404844;28161654
